,0
1939,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 24000
Gender: 2
Education: 2
Marital status: 2
Age: 50
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions meet the conditions for a customer who will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 24000
Gender: 2
Education: 2
Marital status: 2
Age: 50
Repayment status in October 2005: "
1940,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 25000
Gender: 1
Education: 2
Marital status: 1
Age: 29
Repayment status in October 2005: 2
Repayment status in September 2005: 1
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 17355
Amount of bill statement in September 2005: 14543
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0"
1941,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 22000
Gender: 1
Education: 1
Marital status: 2
Age: 47
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 18724
Amount of bill statement in September 2005: 17916
Amount of bill statement in August 2005: 18585
Amount of previous payment in October 2005: 600
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of interest rate: 20.8%  Amount of principal: 0  Amount of previous principal: 1000  Amount of previous interest: 0  Amount of previous previous principal: 0  Amount of previous previous interest"
1942,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card"
1943,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 1
Marital status: 2
Age: 53
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 185
Amount of bill statement in September, 2005: 188
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 188
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 1
Marital status: 1
Age: 45
Repayment status in October, 2005: 0
Repayment status"
1944,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 120000
Gender: 2
Education: 2
Marital status: 2
Age: 50
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Will be late: 0
Will be late in two months: 0
Will be late in three months: 0
Amount of interest rate: 0
Amount of principal: 0
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Amount"
1945,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 2
Age: 39
Repayment status in October, 2005: 2
Repayment status in September, 2005: 2
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0
"
1946,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 50000
Gender: 1
Education: 3
Marital status: 2
Age: 45
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount"
1947,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 16000
Gender: 1
Education: 1
Marital status: 2
Age: 24
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10264
Amount of bill statement in September 2005: 9745
Amount of bill statement in August 2005: 9782
Amount of previous payment in October 2005: 600
Amount of previous payment in September 2005: 600
Amount of previous payment in August 2005: 600
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:  Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:  Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:  Yes, this customer will default on"
1948,"
No. 1305
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 2
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Amount of bill statement in October 2005: 17530
Amount of bill statement in September 2005: 16346
Amount of previous payment in October 2005: 800
Amount of previous payment in September 2005: 5000
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this"
1949,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1950,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 220000
Gender: 2
Education: 2
Marital status: 2
Age: 38
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount"
1951,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card"
1952,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit"
1953,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 1
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 2400
Amount of bill statement in September 2005: 2400
Amount of bill statement in August 2005: 2400
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 2400
Amount of previous payment in August 2005: 2400
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default"
1954,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 15000
Gender: 2
Education: 3
Marital status: 1
Age: 36
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of given credit in NT dollars: 15000
Gender: 2
Education: 3
Marital status: 1
Age: 36
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005:"
1955,"
No. 1432
Amount of given credit in NT dollars: 150000
Gender: 1
Education: 2
Marital status: 1
Age: 45
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1148
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment."
1956,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 2
Education: 1
Marital status: 2
Age: 42
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 18372
Amount of bill statement in September 2005: 18918
Amount of bill statement in August 2005: 19422
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
Amount of previous payment in July 2005: 1000
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February "
1957,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 280000
Gender: 2
Education: 1
Marital status: 1
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 1861
Amount of bill statement in September 2005: 1861
Amount of bill statement in August 2005: 1861
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
1958,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 40000
Gender: 1
Education: 2
Marital status: 1
Age: 46
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1551
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
"
1959,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 32000
Gender: 1
Education: 2
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 17316
Amount of bill statement in September 2005: 16523
Amount of bill statement in August 2005: 16915
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
Amount of previous payment in July 2005: 1000
Amount of previous payment in June 2005: 1000
Amount of previous payment in May 2005: 1000
Amount of previous payment in April 2005: 1000
Amount of previous payment in March 2005: 1000
Amount of previous payment"
1960,"
Yes, this customer will default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 60000
Gender: 1
Education: 2
Marital status: 1
Age: 45
Repayment status in June, 2005: 2
Repayment status in May, 2005: 2
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 31083
Amount of bill statement in May, 2005: 28694
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 28694
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes"
1961,"
Yes, this customer will default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 46
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 14767
Amount of bill statement in September 2005: 14267
Amount of bill statement in August 2005: 14503
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 600
Amount of previous payment in August 2005: 500
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 46
Repayment status in October 2005: 2
"
1962,"
No. 1127
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 34
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 12471
Amount of bill statement in May, 2005: 12386
Amount of bill statement in April, 2005: 12396
Amount of previous payment in June, 2005: 500
Amount of previous payment in May, 2005: 500
Amount of previous payment in April, 2005: 500
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes"
1963,"
No. 1325
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 2
Marital status: 2
Age: 44
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 16478
Amount of bill statement in May, 2005: 14381
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment"
1964,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 230000
Gender: 1
Education: 1
Marital status: 2
Age: 41
Repayment status in October, 2005: 2
Repayment status in September, 2005: 2
Repayment status in August, 2005: 2
Amount of bill statement in October, 2005: 1406
Amount of bill statement in September, 2005: 1445
Amount of bill statement in August, 2005: 1471
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005:"
1965,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment"
1966,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 10000
Gender: 1
Education: 2
Marital status: 2
Age: 35
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10213
Amount of bill statement in September 2005: 10193
Amount of bill statement in August 2005: 10183
Amount of previous payment in October 2005: 800
Amount of previous payment in September 2005: 900
Amount of previous payment in August 2005: 1000
The customer's conditions meet the conditions for default.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his"
1967,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit"
1968,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 1
Age: 26
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 14545
Amount of bill statement in September 2005: 14183
Amount of bill statement in August 2005: 13761
Amount of previous payment in October 2005: 500
Amount of previous payment in September 2005: 500
Amount of previous payment in August 2005: 500
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Will the customer default on his/her credit card payment? Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes"
1969,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit"
1970,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 2
Education: 1
Marital status: 1
Age: 50
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10685
Amount of bill statement in September 2005: 10462
Amount of bill statement in August 2005: 10198
Amount of previous payment in October 2005: 500
Amount of previous payment in September 2005: 500
Amount of previous payment in August 2005: 500
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Amount of interest rate in October 2005: 0
Amount of interest rate in September 2005: 0
Amount of interest rate in August 2005: 0
Amount"
1971,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 1
Marital status: 1
Age: 39
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 24644
Amount of bill statement in September 2005: 20478
Amount of bill statement in August 2005: 17822
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 30000
Amount of previous payment in August 2005: 30000
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of interest: 0.  Amount of principal: 0.  Will the customer default on his/her credit card payment?  Yes.  Amount of interest: 0.  Amount of principal: 0.  Will"
1972,"
No. 1225
Amount of given credit in NT dollars: 120000
Gender: 2
Education: 2
Marital status: 2
Age: 45
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1058
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment."
1973,"
Yes, this customer will default on his/her credit card payment.  Please fill in the values as follows:

Amount of given credit in NT dollars: 280000
Gender: 2
Education: 2
Marital status: 1
Age: 40
Repayment status in October, 2005: 2
Repayment status in September, 2005: 2
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of given credit in NT dollars: 0
Gender: 1
Education: 1
Marital status: 2
Age: 42
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: "
1974,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following:
Amount of given credit in NT dollars: 70000
Gender: 2
Education: 2
Marital status: 1
Age: 25
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0
Amount of"
1975,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 150000
Gender: 2
Education: 1
Marital status: 2
Age: 23
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 1020
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of payment in October, 2005: 0
Amount of payment in September, 2005: 0
Amount of payment in August, 2005: 0
Amount of interest rate in October, 2005: 0
Amount of interest rate in September, 2005: 0
Amount of"
1976,"
No. 1439
Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 2
Age: 42
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1359
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Yes, this customer will default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment in October 2005.  The customer will not default on his/her credit card payment in October 2005.  Yes, this customer will default on his/her credit card payment in October 2005.  No, this customer will not default on his"
1977,"
Yes, this customer will default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 15000
Gender: 2
Education: 1
Marital status: 2
Age: 42
Repayment status in June, 2005: 2
Repayment status in May, 2005: 2
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 10935
Amount of bill statement in May, 2005: 11015
Amount of bill statement in April, 2005: 10515
Amount of previous payment in June, 2005: 1000
Amount of previous payment in May, 2005: 500
Amount of previous payment in April, 2005: 0
Yes, this customer will default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 15000
Gender: 2
Education: 1
Marital status: 2
Age: 42
Repayment status in June, 2005: 2
Re"
1978,"
No. 1045
Amount of given credit in NT dollars: 24000
Gender: 2
Education: 1
Marital status: 2
Age: 45
Repayment status in June, 2005: 2
Repayment status in May, 2005: 2
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1850
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment. "
1979,"
No. 2403
Amount of given credit in NT dollars: 150000
Gender: 2
Education: 2
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Amount of bill statement in October 2005: 1245
Amount of bill statement in September 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment. "
1980,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 50000
Gender: 1
Education: 2
Marital status: 1
Age: 45
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 3200
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0"
